Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,100.39168815334138,100.5981288427024,99.99402222667622,100.52810373063559,100.52810373063559,128549
2010-01-04,100.35797047499108,100.47622890442011,100.14621803817742,100.41932657568924,100.41932657568924,270046
2010-01-05,100.98137495681479,101.29153637116694,100.86281708560252,101.10216799759952,101.10216799759952,147400
2010-01-06,102.70724709943386,102.8263020991931,102.65383326423783,102.68457063995073,102.68457063995073,170294
2010-01-07,102.72051256587339,103.0266366782749,102.26524808854148,102.47515046558193,102.47515046558193,232977
2010-01-08,102.10847112018472,102.39997603968678,101.9667168003302,102.26617418327442,102.26617418327442,158026
2010-01-11,104.13318800224053,104.54953077634748,103.68004407369868,103.92516712725062,103.92516712725062,65583
2010-01-12,104.59344403523562,105.08377036308265,104.51568670385555,104.75721561488156,104.75721561488156,273838
2010-01-13,104.12103325045337,104.34614485937367,104.10512864003172,104.2978446330849,104.2978446330849,304816
2010-01-14,105.06846104684557,105.52380338845583,104.84171591990354,104.89672525729068,104.89672525729068,65149
2010-01-15,104.63564784402153,104.8036822155169,104.38681607693005,104.44306811616748,104.44306811616748,96601
2010-01-18,104.16604311700054,104.25939635262569,103.63067603147634,103.98896863458216,103.98896863458216,447727
2010-01-19,103.99776222690178,104.39441877493609,103.75799868257968,104.27216431400912,104.27216431400912,182776
2010-01-20,102.23144449429937,102.5409423502504,102.14905824865572,102.32680304222039,102.32680304222039,163044
2010-01-21,100.77265999972632,100.87806247293798,99.98466236823025,100.60706306936422,100.60706306936422,131506
2010-01-22,100.08128137416597,100.09559580153446,99.94474458797288,100.0729669436909,100.0729669436909,97211
2010-01-25,98.88144265013185,99.35966413307975,98.60997767078162,99.09423619513608,99.09423619513608,147678
2010-01-26,99.52709986091845,99.82903689910785,99.29936048945093,99.43595329853694,99.43595329853694,264927
2010-01-27,98.42579099485098,98.75569591720907,98.30789343189193,98.5667033849999,98.5667033849999,161483
2010-01-28,97.56249022922817,97.91780642347375,97.10787713781859,97.21358583845134,97.21358583845134,220828
2010-01-29,98.98337245734692,99.42152788236719,98.48102202999142,98.67848722033355,98.67848722033355,393506
2010-02-01,98.60447677315437,98.64490246838352,98.33909880948146,98.48548711455581,98.48548711455581,121754
2010-02-02,98.84992549228173,98.87937146090387,98.52066927266074,98.58158509571751,98.58158509571751,189366
2010-02-03,97.22876198338557,97.29416201015111,97.13416074607052,97.21616445028846,97.21616445028846,268927
2010-02-04,96.86544743779085,97.04648612056697,96.5051422397966,96.71738521179282,96.71738521179282,102083
2010-02-05,97.14002352391039,97.4071933759215,96.8088351034806,96.85377793724132,96.85377793724132,177908
2010-02-08,95.82114092166658,96.18019737700084,95.5740061874196,95.7741160831697,95.7741160831697,415053
2010-02-09,96.11437965625484,96.33528755776962,95.65515013391226,96.16345901847475,96.16345901847475,137293
2010-02-10,95.29029661344404,95.63211721456798,95.27152726523006,95.61627582008812,95.61627582008812,277665
2010-02-11,95.3505248374993,95.45218536667284,95.04971126884736,95.36638112449565,95.36638112449565,151665
2010-02-12,94.97887922305847,95.05870689573129,94.8178300967595,94.82272076964846,94.82272076964846,400229
2010-02-15,96.80719437894398,97.03680328094197,96.48650678337489,96.62445175594236,96.62445175594236,71486
2010-02-16,96.73788287005047,96.99171563466176,96.30425639341266,96.64039878787906,96.64039878787906,168127
2010-02-17,95.5487479314877,95.7415387378598,95.36946661898139,95.65230093934674,95.65230093934674,77697
2010-02-18,96.08985286749883,96.61177392970293,95.98882307271242,96.47126582563442,96.47126582563442,114641
2010-02-19,95.23484017231387,95.35635947871968,95.2166440500408,95.32925714715556,95.32925714715556,114301
2010-02-22,95.49907149949937,95.72791439555193,95.31293786882537,95.55723620896394,95.55723620896394,142418
2010-02-23,93.67231158539879,93.75865296069699,93.48898368175865,93.73097385908567,93.73097385908567,89846
2010-02-24,92.63649573206051,92.86199703355359,92.50906496553029,92.52203554556601,92.52203554556601,157020
2010-02-25,93.10044261284254,93.38387858811497,92.70955176709109,92.73217044604868,92.73217044604868,204890
2010-02-26,93.47061831695243,93.53581879555236,93.33162402366179,93.4475313190367,93.4475313190367,75663
2010-03-01,93.59530684503439,93.64934317071311,93.58188312227543,93.63589459496406,93.63589459496406,118484
2010-03-02,93.50722802102995,94.05573202622698,93.35433638568104,93.55573139364752,93.55573139364752,579833
2010-03-03,93.32565264716588,93.52834714237628,93.29068195796751,93.30244184220496,93.30244184220496,191878
2010-03-04,91.80833588672792,92.1103150724471,91.6511267150596,91.9606767963035,91.9606767963035,65586
2010-03-05,91.3504296080104,91.52366765797841,91.3087510462366,91.32847450599422,91.32847450599422,80802
2010-03-08,91.0180144768409,91.14668543269633,90.75470920804963,90.93602431368575,90.93602431368575,182216
2010-03-09,91.96855601966686,92.11903110601199,91.71397162250877,91.93000313870176,91.93000313870176,171156
2010-03-10,92.35855142431596,92.50955502933873,91.99131652269344,92.27411287219172,92.27411287219172,121331
2010-03-11,90.76741472419525,91.06112185734149,90.67980984400569,90.6887426735363,90.6887426735363,487310
2010-03-12,90.687904007813,91.38743576259664,90.54864373193199,91.01042615211051,91.01042615211051,602814
2010-03-15,90.80335007698206,90.86901766139874,90.68207950177877,90.68783732234202,90.68783732234202,142601
2010-03-16,89.98213037496754,90.36393693966549,89.92446919223934,90.10305134515171,90.10305134515171,251822
2010-03-17,90.48433208337065,90.93874834597287,90.09639205012881,90.68308022483505,90.68308022483505,258224
2010-03-18,91.44790276839396,91.75546037550154,91.32173220162326,91.65034956058544,91.65034956058544,275939
2010-03-19,92.6158503483446,92.77810847210695,92.31914228304518,92.53561426987135,92.53561426987135,118179
2010-03-22,91.74896125103547,91.93464088779064,91.74486044853467,91.78982147670578,91.78982147670578,429219
2010-03-23,91.22597610461384,91.73687167986294,91.10567051026081,91.53389039726372,91.53389039726372,157267
2010-03-24,91.9529969481028,92.1812489887838,91.76375565417739,91.86516690074778,91.86516690074778,200987
2010-03-25,92.52639979313908,93.18861153618515,92.21292813403137,92.79357255621468,92.79357255621468,162921
2010-03-26,92.40353517557139,92.48677449033707,92.31871602381266,92.377702423872,92.377702423872,151775
2010-03-29,92.27801552325302,92.37575791057527,92.06713399717385,92.23402009384723,92.23402009384723,187063
2010-03-30,91.40820839201007,91.54484981447953,91.21905083282715,91.24659660254231,91.24659660254231,89954
2010-03-31,90.51002914370228,90.61147543308981,90.07681726042674,90.18865363949942,90.18865363949942,60743
2010-04-01,90.70348702823158,91.26647308580031,90.62777168251849,90.95172636376842,90.95172636376842,146284
2010-04-02,92.21163662758376,92.5442941204423,92.16470899248073,92.22131504360685,92.22131504360685,104797
2010-04-05,92.13163429235702,92.29938963520219,91.92762612570147,92.18258089373543,92.18258089373543,214004
2010-04-06,93.22105774162985,93.31200159863774,93.11110470887654,93.14025862577134,93.14025862577134,202176
2010-04-07,93.54607719074713,93.57165879790844,93.07839561492364,93.50574465269817,93.50574465269817,163855
2010-04-08,92.86681183032087,93.09588254269703,92.68840882066196,92.93233772330703,92.93233772330703,341392
2010-04-09,93.2145140443723,93.43557738133414,93.00207057962511,93.29678355649312,93.29678355649312,162248
2010-04-12,94.55962617729594,94.90018734224783,94.52623722832965,94.77124104351572,94.77124104351572,78505
2010-04-13,94.95295062261287,94.96915045342324,94.69046110572391,94.76571979478415,94.76571979478415,145535
2010-04-14,96.37744119854591,96.60437557739948,96.28043945540287,96.2890085677931,96.2890085677931,292284
2010-04-15,93.9996047712666,94.07955112412303,93.69848612994085,93.82738119817444,93.82738119817444,63441
2010-04-16,94.5713677583045,94.78868199332408,94.4206178384998,94.63011340149262,94.63011340149262,155279
2010-04-19,94.61648160241413,94.99241870997592,94.35920292835667,94.7409400219018,94.7409400219018,217017
